#{"t_start": 1761629247.7457414, "env_id": "HalfCheetah-v5"}
r,l,t
1578.376001,1000,170.994837
1619.720773,1000,171.544689
1602.606573,1000,171.732931
1656.73304,1000,172.278285
1499.144768,1000,172.466882
1556.654109,1000,173.069929
1668.813666,1000,173.262051
1643.558797,1000,173.830343
1498.98085,1000,174.026377
1424.763923,1000,174.740307
1642.063616,1000,174.93122
1602.932916,1000,175.521395
1659.289228,1000,175.71129
1546.508243,1000,176.284323
1642.448449,1000,176.486634
1660.083575,1000,177.1057
1651.56602,1000,177.293076
1630.984494,1000,177.49819
1615.912027,1000,178.062846
1636.838148,1000,178.25965
1665.301761,1000,178.949727
1624.97684,1000,179.138335
1664.864668,1000,179.678191
1581.712746,1000,179.862509
1662.069124,1000,180.417503
1704.46549,1000,180.602339
1666.034434,1000,181.143229
601.229214,1000,181.329089
1468.310696,1000,181.878804
1688.26762,1000,182.062901
1664.29349,1000,182.603101
1636.52649,1000,182.787644
1627.2283,1000,183.342062
1621.78638,1000,183.526566
1599.900603,1000,184.066161
1570.525913,1000,184.250391
1618.306438,1000,184.806678
1671.322852,1000,184.99121
1364.864593,1000,185.530634
1666.576294,1000,185.716518
1416.060869,1000,186.256647
1702.913727,1000,186.439905
1605.398257,1000,186.981715
1631.190799,1000,187.164821
1676.13106,1000,187.709489
1637.689026,1000,187.892138
1546.08125,1000,188.429903
1642.022659,1000,188.616723
1483.428053,1000,189.158787
1661.800833,1000,189.343706
1564.985421,1000,190.00557
1682.769731,1000,190.1891
1563.300853,1000,190.734557
1679.329157,1000,190.919328
1406.752749,1000,191.460785
1707.31795,1000,191.64593
1628.052976,1000,192.187899
1602.1613,1000,192.372445
1664.556667,1000,192.556524
1717.288667,1000,193.165505
1661.879018,1000,193.350338
1649.649657,1000,193.911576
1640.536754,1000,194.0955
1542.454775,1000,194.631467
1593.974452,1000,194.816079
1608.744698,1000,195.355434
1659.965618,1000,195.539513
1696.878038,1000,196.083997
1668.76519,1000,196.268832
1581.164278,1000,196.80823
1618.657997,1000,196.99194
1636.766558,1000,197.646947
1638.113868,1000,197.829813
1549.453132,1000,198.376455
1533.278323,1000,198.560604
1615.187232,1000,199.110151
1643.97766,1000,199.294195
1679.541679,1000,199.837281
1588.212595,1000,200.021205
1592.848879,1000,200.569387
1688.42254,1000,200.753016
1670.892859,1000,201.290262
1593.892177,1000,201.473398
1638.029804,1000,202.010898
1684.482976,1000,202.194359
1617.492783,1000,202.734346
1400.731099,1000,202.919048
1640.117479,1000,203.4586
1681.903539,1000,203.643138
1676.914582,1000,204.179644
1639.236288,1000,204.36364
