#{"t_start": 1760901452.8197339, "env_id": "HalfCheetah-v5"}
r,l,t
1639.599339,1000,736.505805
1593.634891,1000,740.080826
1678.173626,1000,740.972744
1641.782327,1000,741.794231
1641.970267,1000,746.407381
1664.546959,1000,747.179911
1639.041021,1000,751.504279
1680.905739,1000,752.316509
1685.763755,1000,756.648057
1657.602118,1000,757.421315
1676.66095,1000,760.926956
1666.751563,1000,761.736116
1599.286541,1000,765.663857
1647.981778,1000,766.509256
1656.086529,1000,770.883874
1652.441521,1000,771.657045
1656.230073,1000,775.761016
1655.38882,1000,776.574857
1645.093874,1000,780.916971
1696.645534,1000,781.703142
1687.128982,1000,785.284452
1608.384269,1000,786.06946
1669.872254,1000,789.619656
1646.322774,1000,790.406126
1664.698582,1000,793.983415
1635.702775,1000,794.761047
1662.253727,1000,798.335449
1516.569208,1000,799.137053
1667.908508,1000,802.788091
1667.89054,1000,803.615567
1677.895318,1000,808.520399
1665.646864,1000,809.258465
1607.638788,1000,812.76055
1668.635788,1000,813.581093
1591.534012,1000,817.123867
1673.207649,1000,817.896469
1682.266999,1000,822.22651
1620.588145,1000,823.01479
1554.428806,1000,826.633077
1697.750397,1000,827.429257
1703.673474,1000,831.009398
1613.270333,1000,831.739149
1664.050659,1000,835.355655
1574.406822,1000,836.076536
1625.948578,1000,839.706589
1636.528341,1000,840.501699
1641.406872,1000,841.2767
1683.81859,1000,845.603843
1703.528436,1000,846.361819
1701.830703,1000,850.426422
1687.644479,1000,851.186539
1701.908054,1000,855.061749
1632.762852,1000,855.861366
1686.655142,1000,859.947212
1695.137394,1000,860.728568
1648.394363,1000,864.307258
1675.308121,1000,865.034061
1655.099094,1000,869.200283
1691.870305,1000,870.005074
1627.798045,1000,873.496905
1656.45637,1000,874.270958
1677.747092,1000,877.826192
1704.874711,1000,878.606041
1667.84659,1000,882.45441
1691.890973,1000,883.235443
1693.486314,1000,886.764094
1675.885207,1000,887.546565
1684.93515,1000,891.160079
1642.704081,1000,891.956112
1631.734259,1000,895.536476
1681.732075,1000,896.34741
1686.242601,1000,900.372295
1591.912363,1000,901.112925
1638.183909,1000,904.652873
1690.848606,1000,905.418802
1661.342745,1000,908.944015
1655.903458,1000,909.700856
1732.925999,1000,913.288861
1699.608752,1000,914.084294
1681.858226,1000,918.009459
1677.934096,1000,918.768577
